Record Length,Analog:10000,
Sample Interval,Analog:5.000000E-04,
Vertical Units,CH1:V, CH2:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+1.600000E+02, CH2:+1.000000E+02, CH3:+1.000000E+02, CH4:+1.600000E+02,,
Vertical Offset,CH1:+0.000000E+00, CH2:-2.368333E+03, CH3:+0.000000E+00, CH4:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+05,
Model Number,SDS2104X Plus,
Serial Number,SDS2PDDQ6R1916,
Software Version,5.0.1.3.9R12,
Source,CH1,CH2,CH3,CH4
Second,Value,Value,Value,Value
+1.6445000000E+00,+5.600000E+01,+2.581667E+03,+2.516667E+02,-5.546667E+02
+1.6450000000E+00,+5.466667E+01,+2.534167E+03,+2.516667E+02,-5.520001E+02
+1.6455000000E+00,+5.333334E+01,+2.554167E+03,+2.525000E+02,-5.573334E+02
+1.6460000000E+00,+5.200000E+01,+2.566667E+03,+2.516667E+02,-5.573334E+02
+1.6465000000E+00,+5.200000E+01,+2.565000E+03,+2.516667E+02,-5.573334E+02
+1.6470000000E+00,+5.333334E+01,+2.576667E+03,+2.516667E+02,-5.573334E+02
+1.6475000000E+00,+5.333334E+01,+2.567500E+03,+2.516667E+02,-5.573334E+02
+1.6480000000E+00,+5.600000E+01,+2.539167E+03,+2.525000E+02,-5.573334E+02
+1.6485000000E+00,+5.600000E+01,+2.608333E+03,+2.525000E+02,-5.586667E+02
+1.6490000000E+00,+5.600000E+01,+2.525000E+03,+2.516667E+02,-5.600001E+02
+1.6495000000E+00,+5.733334E+01,+2.596667E+03,+2.516667E+02,-5.626667E+02
+1.6500000000E+00,+6.000000E+01,+2.583333E+03,+2.516667E+02,-5.626667E+02
+1.6505000000E+00,+6.133334E+01,+2.559167E+03,+2.525000E+02,-5.573334E+02
+1.6510000000E+00,+5.600000E+01,+2.552500E+03,+2.516667E+02,-5.600001E+02
+1.6515000000E+00,+5.866667E+01,+2.550833E+03,+2.516667E+02,-5.573334E+02
+1.6520000000E+00,+5.600000E+01,+2.610000E+03,+2.516667E+02,-5.573334E+02
+1.6525000000E+00,+7.866667E+01,+2.791667E+03,+2.583333E+02,-5.320001E+02
+1.6530000000E+00,+6.133334E+01,+2.257500E+03,+2.541667E+02,-5.520001E+02
+1.6535000000E+00,+5.333334E+01,+2.512500E+03,+2.516667E+02,-5.586667E+02
+1.6540000000E+00,+5.866667E+01,+2.564167E+03,+2.516667E+02,-5.573334E+02
+1.6545000000E+00,+5.600000E+01,+2.541667E+03,+2.516667E+02,-5.573334E+02
+1.6550000000E+00,+5.733334E+01,+2.568333E+03,+2.516667E+02,-5.573334E+02
+1.6555000000E+00,+5.733334E+01,+2.551667E+03,+2.516667E+02,-5.546667E+02
+1.6560000000E+00,+5.600000E+01,+2.568333E+03,+2.516667E+02,-5.560000E+02
+1.6565000000E+00,+5.333334E+01,+2.578333E+03,+2.516667E+02,-5.573334E+02
+1.6570000000E+00,+5.600000E+01,+2.614167E+03,+2.533333E+02,-5.573334E+02
+1.6575000000E+00,+5.333334E+01,+2.580000E+03,+2.516667E+02,-5.600001E+02
+1.6580000000E+00,+5.333334E+01,+2.549167E+03,+2.516667E+02,-5.600001E+02
+1.6585000000E+00,+5.600000E+01,+2.544167E+03,+2.516667E+02,-5.613334E+02
+1.6590000000E+00,+5.600000E+01,+2.623333E+03,+2.516667E+02,-5.573334E+02
+1.6595000000E+00,+5.866667E+01,+2.558333E+03,+2.525000E+02,-5.600001E+02
+1.6600000000E+00,+5.600000E+01,+2.558333E+03,+2.516667E+02,-5.626667E+02
+1.6605000000E+00,+6.133334E+01,+2.572500E+03,+2.516667E+02,-5.626667E+02
+1.6610000000E+00,+6.133334E+01,+2.560000E+03,+2.533333E+02,-5.600001E+02
+1.6615000000E+00,+6.133334E+01,+2.571667E+03,+2.516667E+02,-5.600001E+02
+1.6620000000E+00,+6.400001E+01,+2.602500E+03,+2.525000E+02,-5.520001E+02
+1.6625000000E+00,+6.000000E+01,+2.580833E+03,+2.525000E+02,-5.573334E+02
+1.6630000000E+00,+5.866667E+01,+2.569167E+03,+2.516667E+02,-5.520001E+02
+1.6635000000E+00,+5.866667E+01,+2.552500E+03,+2.516667E+02,-5.520001E+02
+1.6640000000E+00,+5.600000E+01,+2.572500E+03,+2.516667E+02,-5.573334E+02
+1.6645000000E+00,+5.600000E+01,+2.575000E+03,+2.516667E+02,-5.573334E+02
+1.6650000000E+00,+8.400001E+01,+2.791667E+03,+2.583333E+02,-5.320001E+02
+1.6655000000E+00,+5.066667E+01,+2.552500E+03,+2.516667E+02,-5.573334E+02
+1.6660000000E+00,+5.466667E+01,+2.601667E+03,+2.533333E+02,-5.573334E+02
+1.6665000000E+00,+5.600000E+01,+2.557500E+03,+2.516667E+02,-5.520001E+02
+1.6670000000E+00,+5.466667E+01,+2.564167E+03,+2.516667E+02,-5.520001E+02
+1.6675000000E+00,+5.866667E+01,+2.524167E+03,+2.533333E+02,-5.506667E+02
+1.6680000000E+00,+5.333334E+01,+2.574167E+03,+2.525000E+02,-5.573334E+02
+1.6685000000E+00,+5.333334E+01,+2.550833E+03,+2.516667E+02,-5.573334E+02
+1.6690000000E+00,+5.333334E+01,+2.548333E+03,+2.516667E+02,-5.573334E+02
+1.6695000000E+00,+5.333334E+01,+2.571667E+03,+2.516667E+02,-5.573334E+02
+1.6700000000E+00,+5.600000E+01,+2.575833E+03,+2.516667E+02,-5.600001E+02
+1.6705000000E+00,+5.600000E+01,+2.528333E+03,+2.525000E+02,-5.600001E+02
+1.6710000000E+00,+5.866667E+01,+2.544167E+03,+2.516667E+02,-5.600001E+02
+1.6715000000E+00,+5.600000E+01,+2.555000E+03,+2.516667E+02,-5.626667E+02
+1.6720000000E+00,+5.200000E+01,+2.599167E+03,+2.508333E+02,-5.680000E+02
+1.6725000000E+00,+6.133334E+01,+2.542500E+03,+2.516667E+02,-5.600001E+02
+1.6730000000E+00,+5.733334E+01,+2.558333E+03,+2.516667E+02,-5.573334E+02
+1.6735000000E+00,+5.733334E+01,+2.538333E+03,+2.525000E+02,-5.600001E+02
+1.6740000000E+00,+6.133334E+01,+2.572500E+03,+2.516667E+02,-5.560000E+02
+1.6745000000E+00,+5.866667E+01,+2.521667E+03,+2.516667E+02,-5.546667E+02
+1.6750000000E+00,+5.600000E+01,+2.565000E+03,+2.516667E+02,-5.560000E+02
+1.6755000000E+00,+5.600000E+01,+2.563333E+03,+2.516667E+02,-5.546667E+02
+1.6760000000E+00,+5.866667E+01,+2.548333E+03,+2.516667E+02,-5.573334E+02
+1.6765000000E+00,+4.533334E+01,+2.791667E+03,+2.450000E+02,-5.586667E+02
+1.6770000000E+00,+5.333334E+01,+2.545000E+03,+2.516667E+02,-5.573334E+02
+1.6775000000E+00,+1.480000E+02,+2.791667E+03,+2.758333E+02,-4.533334E+02
+1.6780000000E+00,+5.066667E+01,+2.571667E+03,+2.516667E+02,-5.546667E+02
+1.6785000000E+00,+5.066667E+01,+1.948333E+03,+2.516667E+02,-5.546667E+02
+1.6790000000E+00,+5.333334E+01,+2.572500E+03,+2.516667E+02,-5.546667E+02
+1.6795000000E+00,+5.333334E+01,+2.590000E+03,+2.516667E+02,-5.573334E+02
+1.6800000000E+00,+5.600000E+01,+2.598333E+03,+2.525000E+02,-5.573334E+02
+1.6805000000E+00,+5.600000E+01,+2.549167E+03,+2.516667E+02,-5.560000E+02
+1.6810000000E+00,+5.333334E+01,+2.601667E+03,+2.516667E+02,-5.626667E+02
+1.6815000000E+00,+5.600000E+01,+2.540833E+03,+2.516667E+02,-5.600001E+02
+1.6820000000E+00,+5.600000E+01,+2.594167E+03,+2.516667E+02,-5.586667E+02
+1.6825000000E+00,+5.733334E+01,+2.548333E+03,+2.516667E+02,-5.600001E+02
+1.6830000000E+00,+5.866667E+01,+2.548333E+03,+2.525000E+02,-5.600001E+02
+1.6835000000E+00,+6.133334E+01,+2.555000E+03,+2.516667E+02,-5.573334E+02
+1.6840000000E+00,+5.600000E+01,+2.585833E+03,+2.516667E+02,-5.600001E+02
+1.6845000000E+00,+5.866667E+01,+2.552500E+03,+2.516667E+02,-5.573334E+02
+1.6850000000E+00,+5.866667E+01,+2.558333E+03,+2.516667E+02,-5.520001E+02
+1.6855000000E+00,+5.866667E+01,+2.535000E+03,+2.516667E+02,-5.520001E+02
+1.6860000000E+00,+5.600000E+01,+2.535000E+03,+2.516667E+02,-5.520001E+02
+1.6865000000E+00,+5.733334E+01,+2.553333E+03,+2.516667E+02,-5.560000E+02
+1.6870000000E+00,+5.733334E+01,+2.541667E+03,+2.525000E+02,-5.546667E+02
+1.6875000000E+00,+5.600000E+01,+2.628333E+03,+2.525000E+02,-5.546667E+02
+1.6880000000E+00,+5.733334E+01,+2.559167E+03,+2.516667E+02,-5.546667E+02
+1.6885000000E+00,+5.866667E+01,+2.545000E+03,+2.516667E+02,-5.533334E+02
+1.6890000000E+00,+5.733334E+01,+2.542500E+03,+2.516667E+02,-5.520001E+02
+1.6895000000E+00,+5.600000E+01,+2.570833E+03,+2.525000E+02,-5.520001E+02
+1.6900000000E+00,+5.600000E+01,+2.082500E+03,+2.525000E+02,-5.493334E+02
+1.6905000000E+00,+4.800000E+01,+2.620833E+03,+2.516667E+02,-5.613334E+02
+1.6910000000E+00,+5.333334E+01,+2.572500E+03,+2.516667E+02,-5.573334E+02
+1.6915000000E+00,+5.466667E+01,+2.555833E+03,+2.516667E+02,-5.573334E+02
+1.6920000000E+00,+5.600000E+01,+2.558333E+03,+2.516667E+02,-5.573334E+02
+1.6925000000E+00,+5.600000E+01,+2.572500E+03,+2.516667E+02,-5.573334E+02
+1.6930000000E+00,+6.000000E+01,+2.587500E+03,+2.541667E+02,-5.546667E+02
+1.6935000000E+00,+5.600000E+01,+2.570833E+03,+2.516667E+02,-5.586667E+02
+1.6940000000E+00,+5.733334E+01,+2.571667E+03,+2.525000E+02,-5.600001E+02
+1.6945000000E+00,+6.133334E+01,+2.551667E+03,+2.516667E+02,-5.573334E+02
+1.6950000000E+00,+6.000000E+01,+2.566667E+03,+2.516667E+02,-5.573334E+02
+1.6955000000E+00,+5.600000E+01,+2.578333E+03,+2.516667E+02,-5.573334E+02
+1.6960000000E+00,+5.600000E+01,+2.579167E+03,+2.525000E+02,-5.546667E+02
+1.6965000000E+00,+5.733334E+01,+2.551667E+03,+2.516667E+02,-5.520001E+02
+1.6970000000E+00,+5.600000E+01,+2.560833E+03,+2.516667E+02,-5.520001E+02
+1.6975000000E+00,+5.600000E+01,+2.571667E+03,+2.525000E+02,-5.573334E+02
+1.6980000000E+00,+5.600000E+01,+2.529167E+03,+2.516667E+02,-5.573334E+02
+1.6985000000E+00,+5.600000E+01,+2.562500E+03,+2.516667E+02,-5.533334E+02
+1.6990000000E+00,+5.600000E+01,+2.546667E+03,+2.516667E+02,-5.520001E+02
+1.6995000000E+00,+5.600000E+01,+2.551667E+03,+2.516667E+02,-5.573334E+02
+1.7000000000E+00,+5.466667E+01,+2.571667E+03,+2.525000E+02,-5.573334E+02
+1.7005000000E+00,+5.600000E+01,+2.547500E+03,+2.516667E+02,-5.493334E+02
+1.7010000000E+00,+5.466667E+01,+2.532500E+03,+2.516667E+02,-5.560000E+02
+1.7015000000E+00,+5.600000E+01,+2.562500E+03,+2.516667E+02,-5.573334E+02
+1.7020000000E+00,+5.066667E+01,+2.561667E+03,+2.516667E+02,-5.586667E+02
+1.7025000000E+00,+8.533334E+01,+2.791667E+03,+2.616667E+02,-5.240000E+02
+1.7030000000E+00,+5.066667E+01,+2.600000E+03,+2.500000E+02,-5.640000E+02
+1.7035000000E+00,+5.600000E+01,+2.565000E+03,+2.516667E+02,-5.600001E+02
+1.7040000000E+00,+5.600000E+01,+2.565000E+03,+2.516667E+02,-5.600001E+02
+1.7045000000E+00,+5.200000E+01,+2.579167E+03,+2.508333E+02,-5.653334E+02
+1.7050000000E+00,+5.866667E+01,+2.570000E+03,+2.516667E+02,-5.600001E+02
+1.7055000000E+00,+6.000000E+01,+2.573333E+03,+2.516667E+02,-5.600001E+02
+1.7060000000E+00,+6.133334E+01,+2.556667E+03,+2.516667E+02,-5.573334E+02
+1.7065000000E+00,+6.133334E+01,+2.556667E+03,+2.516667E+02,-5.560000E+02
+1.7070000000E+00,+6.133334E+01,+2.579167E+03,+2.516667E+02,-5.546667E+02
+1.7075000000E+00,+6.133334E+01,+2.550833E+03,+2.516667E+02,-5.520001E+02
+1.7080000000E+00,+5.866667E+01,+2.563333E+03,+2.525000E+02,-5.506667E+02
+1.7085000000E+00,+5.333334E+01,+2.582500E+03,+2.516667E+02,-5.520001E+02
+1.7090000000E+00,+5.200000E+01,+2.791667E+03,+2.516667E+02,-5.573334E+02
+1.7095000000E+00,+5.600000E+01,+2.574167E+03,+2.516667E+02,-5.520001E+02
+1.7100000000E+00,+5.333334E+01,+2.562500E+03,+2.516667E+02,-5.493334E+02
+1.7105000000E+00,+5.333334E+01,+2.572500E+03,+2.516667E+02,-5.520001E+02
+1.7110000000E+00,+5.600000E+01,+2.498333E+03,+2.516667E+02,-5.520001E+02
+1.7115000000E+00,+5.333334E+01,+2.553333E+03,+2.516667E+02,-5.480000E+02
+1.7120000000E+00,+5.333334E+01,+2.541667E+03,+2.516667E+02,-5.520001E+02
+1.7125000000E+00,+5.066667E+01,+2.555833E+03,+2.516667E+02,-5.546667E+02
+1.7130000000E+00,+5.200000E+01,+2.545000E+03,+2.516667E+02,-5.573334E+02
+1.7135000000E+00,+5.200000E+01,+2.558333E+03,+2.525000E+02,-5.546667E+02
+1.7140000000E+00,+4.000000E+01,+2.558333E+03,+2.483333E+02,-5.626667E+02
+1.7145000000E+00,+5.600000E+01,+2.571667E+03,+2.516667E+02,-5.520001E+02
+1.7150000000E+00,+1.333333E+01,+1.948333E+03,+2.416667E+02,-5.986667E+02
+1.7155000000E+00,+4.533334E+01,+2.560833E+03,+2.500000E+02,-5.653334E+02
+1.7160000000E+00,+5.066667E+01,+2.585000E+03,+2.516667E+02,-5.626667E+02
+1.7165000000E+00,+5.866667E+01,+2.587500E+03,+2.516667E+02,-5.600001E+02
+1.7170000000E+00,+6.000000E+01,+2.579167E+03,+2.516667E+02,-5.600001E+02
+1.7175000000E+00,+5.733334E+01,+2.570000E+03,+2.516667E+02,-5.573334E+02
+1.7180000000E+00,+5.600000E+01,+2.591667E+03,+2.516667E+02,-5.573334E+02
+1.7185000000E+00,+5.866667E+01,+2.536667E+03,+2.516667E+02,-5.520001E+02
+1.7190000000E+00,+5.600000E+01,+2.545833E+03,+2.516667E+02,-5.520001E+02
+1.7195000000E+00,+5.600000E+01,+2.545000E+03,+2.533333E+02,-5.546667E+02
+1.7200000000E+00,+5.333334E+01,+2.543333E+03,+2.516667E+02,-5.573334E+02
+1.7205000000E+00,+5.466667E+01,+2.538333E+03,+2.525000E+02,-5.573334E+02
+1.7210000000E+00,+5.600000E+01,+2.564167E+03,+2.516667E+02,-5.546667E+02
+1.7215000000E+00,+5.600000E+01,+2.568333E+03,+2.516667E+02,-5.533334E+02
+1.7220000000E+00,+5.733334E+01,+2.575000E+03,+2.516667E+02,-5.546667E+02
+1.7225000000E+00,+5.600000E+01,+2.562500E+03,+2.516667E+02,-5.520001E+02
+1.7230000000E+00,+5.600000E+01,+2.569167E+03,+2.516667E+02,-5.520001E+02
+1.7235000000E+00,+5.333334E+01,+2.575000E+03,+2.516667E+02,-5.573334E+02
+1.7240000000E+00,+5.333334E+01,+2.567500E+03,+2.516667E+02,-5.573334E+02
+1.7245000000E+00,+5.200000E+01,+2.530000E+03,+2.516667E+02,-5.573334E+02
+1.7250000000E+00,+5.333334E+01,+2.549167E+03,+2.525000E+02,-5.546667E+02
+1.7255000000E+00,+5.600000E+01,+2.553333E+03,+2.516667E+02,-5.573334E+02
+1.7260000000E+00,+5.600000E+01,+2.558333E+03,+2.525000E+02,-5.573334E+02
+1.7265000000E+00,+5.733334E+01,+2.580000E+03,+2.516667E+02,-5.546667E+02
+1.7270000000E+00,+5.600000E+01,+2.490000E+03,+2.516667E+02,-5.600001E+02
+1.7275000000E+00,+7.733334E+01,+2.791667E+03,+2.583333E+02,-5.360000E+02
+1.7280000000E+00,+5.600000E+01,+2.595000E+03,+2.516667E+02,-5.640000E+02
+1.7285000000E+00,+6.000000E+01,+2.535000E+03,+2.516667E+02,-5.520001E+02
+1.7290000000E+00,+5.866667E+01,+2.563333E+03,+2.516667E+02,-5.573334E+02
+1.7295000000E+00,+5.866667E+01,+2.545000E+03,+2.516667E+02,-5.546667E+02
+1.7300000000E+00,+5.600000E+01,+2.566667E+03,+2.525000E+02,-5.520001E+02
+1.7305000000E+00,+5.466667E+01,+2.571667E+03,+2.516667E+02,-5.520001E+02
+1.7310000000E+00,+5.333334E+01,+2.563333E+03,+2.516667E+02,-5.546667E+02
+1.7315000000E+00,+5.333334E+01,+2.557500E+03,+2.516667E+02,-5.573334E+02
+1.7320000000E+00,+5.466667E+01,+2.548333E+03,+2.525000E+02,-5.520001E+02
+1.7325000000E+00,+5.066667E+01,+2.570000E+03,+2.516667E+02,-5.520001E+02
+1.7330000000E+00,+5.600000E+01,+2.598333E+03,+2.525000E+02,-5.520001E+02
+1.7335000000E+00,+5.333334E+01,+2.566667E+03,+2.516667E+02,-5.520001E+02
+1.7340000000E+00,+5.466667E+01,+2.568333E+03,+2.516667E+02,-5.520001E+02
+1.7345000000E+00,+5.066667E+01,+2.552500E+03,+2.516667E+02,-5.560000E+02
+1.7350000000E+00,+5.066667E+01,+2.545000E+03,+2.516667E+02,-5.573334E+02
+1.7355000000E+00,+5.200000E+01,+2.548333E+03,+2.516667E+02,-5.600001E+02
+1.7360000000E+00,+5.333334E+01,+2.565000E+03,+2.516667E+02,-5.573334E+02
+1.7365000000E+00,+6.266667E+01,+2.403333E+03,+2.550000E+02,-5.493334E+02
+1.7370000000E+00,+5.733334E+01,+2.538333E+03,+2.516667E+02,-5.600001E+02
+1.7375000000E+00,+5.600000E+01,+2.548333E+03,+2.516667E+02,-5.586667E+02
+1.7380000000E+00,+5.600000E+01,+2.532500E+03,+2.516667E+02,-5.626667E+02
+1.7385000000E+00,+5.600000E+01,+2.547500E+03,+2.525000E+02,-5.626667E+02
+1.7390000000E+00,+5.866667E+01,+2.550000E+03,+2.516667E+02,-5.626667E+02
+1.7395000000E+00,+6.133334E+01,+2.537500E+03,+2.550000E+02,-5.573334E+02
+1.7400000000E+00,+5.200000E+01,+1.948333E+03,+2.491667E+02,-5.680000E+02
+1.7405000000E+00,+5.066667E+01,+2.589167E+03,+2.508333E+02,-5.613334E+02
+1.7410000000E+00,+5.600000E+01,+2.569167E+03,+2.516667E+02,-5.520001E+02
+1.7415000000E+00,+5.333334E+01,+2.650833E+03,+2.508333E+02,-5.573334E+02
+1.7420000000E+00,+5.466667E+01,+2.585000E+03,+2.516667E+02,-5.560000E+02
+1.7425000000E+00,+5.333334E+01,+2.565000E+03,+2.516667E+02,-5.573334E+02
+1.7430000000E+00,+5.600000E+01,+2.575000E+03,+2.533333E+02,-5.546667E+02
+1.7435000000E+00,+5.333334E+01,+2.588333E+03,+2.516667E+02,-5.520001E+02
+1.7440000000E+00,+5.600000E+01,+2.552500E+03,+2.516667E+02,-5.533334E+02
+1.7445000000E+00,+5.600000E+01,+2.591667E+03,+2.533333E+02,-5.520001E+02
+1.7450000000E+00,+5.333334E+01,+2.545000E+03,+2.516667E+02,-5.520001E+02
+1.7455000000E+00,+5.333334E+01,+2.541667E+03,+2.516667E+02,-5.546667E+02
+1.7460000000E+00,+5.066667E+01,+2.534167E+03,+2.516667E+02,-5.573334E+02
+1.7465000000E+00,+5.066667E+01,+2.530000E+03,+2.516667E+02,-5.600001E+02
+1.7470000000E+00,+5.200000E+01,+2.579167E+03,+2.516667E+02,-5.573334E+02
+1.7475000000E+00,+5.066667E+01,+2.557500E+03,+2.516667E+02,-5.586667E+02
+1.7480000000E+00,+5.333334E+01,+2.535833E+03,+2.516667E+02,-5.586667E+02
+1.7485000000E+00,+5.600000E+01,+2.548333E+03,+2.516667E+02,-5.600001E+02
+1.7490000000E+00,+5.600000E+01,+2.550833E+03,+2.516667E+02,-5.600001E+02
+1.7495000000E+00,+5.600000E+01,+2.560000E+03,+2.525000E+02,-5.626667E+02
+1.7500000000E+00,+5.866667E+01,+2.553333E+03,+2.516667E+02,-5.626667E+02
+1.7505000000E+00,+6.133334E+01,+2.555000E+03,+2.516667E+02,-5.600001E+02
+1.7510000000E+00,+5.600000E+01,+2.545000E+03,+2.516667E+02,-5.546667E+02
+1.7515000000E+00,+6.133334E+01,+2.544167E+03,+2.516667E+02,-5.573334E+02
+1.7520000000E+00,+6.133334E+01,+2.543333E+03,+2.516667E+02,-5.520001E+02
+1.7525000000E+00,+7.333334E+01,+1.948333E+03,+2.550000E+02,-5.373334E+02
+1.7530000000E+00,+7.466667E+01,+2.706667E+03,+2.566667E+02,-5.413334E+02
+1.7535000000E+00,+5.600000E+01,+2.559167E+03,+2.516667E+02,-5.573334E+02
+1.7540000000E+00,+5.600000E+01,+2.548333E+03,+2.516667E+02,-5.573334E+02
+1.7545000000E+00,+5.600000E+01,+2.565000E+03,+2.516667E+02,-5.520001E+02
+1.7550000000E+00,+5.600000E+01,+2.585833E+03,+2.516667E+02,-5.533334E+02
+1.7555000000E+00,+5.600000E+01,+2.597500E+03,+2.516667E+02,-5.533334E+02
+1.7560000000E+00,+5.600000E+01,+2.565000E+03,+2.516667E+02,-5.520001E+02
+1.7565000000E+00,+5.600000E+01,+2.575000E+03,+2.516667E+02,-5.546667E+02
+1.7570000000E+00,+5.333334E+01,+2.565833E+03,+2.516667E+02,-5.546667E+02
+1.7575000000E+00,+5.333334E+01,+2.532500E+03,+2.516667E+02,-5.573334E+02
+1.7580000000E+00,+5.600000E+01,+2.564167E+03,+2.516667E+02,-5.586667E+02
+1.7585000000E+00,+5.200000E+01,+2.579167E+03,+2.516667E+02,-5.573334E+02
+1.7590000000E+00,+5.333334E+01,+2.597500E+03,+2.516667E+02,-5.573334E+02
+1.7595000000E+00,+5.466667E+01,+2.570000E+03,+2.516667E+02,-5.573334E+02
+1.7600000000E+00,+5.600000E+01,+2.553333E+03,+2.516667E+02,-5.613334E+02
+1.7605000000E+00,+5.600000E+01,+2.529167E+03,+2.533333E+02,-5.626667E+02
+1.7610000000E+00,+5.733334E+01,+2.551667E+03,+2.516667E+02,-5.600001E+02
+1.7615000000E+00,+6.133334E+01,+2.539167E+03,+2.516667E+02,-5.600001E+02
+1.7620000000E+00,+5.600000E+01,+2.583333E+03,+2.516667E+02,-5.573334E+02
+1.7625000000E+00,+5.866667E+01,+2.514167E+03,+2.516667E+02,-5.586667E+02
+1.7630000000E+00,+6.000000E+01,+2.564167E+03,+2.516667E+02,-5.573334E+02
+1.7635000000E+00,+5.600000E+01,+2.552500E+03,+2.516667E+02,-5.560000E+02
+1.7640000000E+00,+5.600000E+01,+2.559167E+03,+2.516667E+02,-5.573334E+02
+1.7645000000E+00,+5.866667E+01,+2.570000E+03,+2.516667E+02,-5.573334E+02
+1.7650000000E+00,+6.400001E+01,+2.420000E+03,+2.541667E+02,-5.466667E+02
+1.7655000000E+00,+5.200000E+01,+2.573333E+03,+2.516667E+02,-5.626667E+02
+1.7660000000E+00,+5.600000E+01,+2.546667E+03,+2.516667E+02,-5.546667E+02
+1.7665000000E+00,+5.333334E+01,+2.565000E+03,+2.516667E+02,-5.573334E+02
+1.7670000000E+00,+5.600000E+01,+2.585833E+03,+2.516667E+02,-5.520001E+02
+1.7675000000E+00,+5.600000E+01,+2.562500E+03,+2.516667E+02,-5.546667E+02
+1.7680000000E+00,+5.466667E+01,+2.603333E+03,+2.516667E+02,-5.546667E+02
+1.7685000000E+00,+5.600000E+01,+2.589167E+03,+2.516667E+02,-5.573334E+02
+1.7690000000E+00,+5.466667E+01,+2.570000E+03,+2.516667E+02,-5.586667E+02
+1.7695000000E+00,+5.333334E+01,+2.545833E+03,+2.516667E+02,-5.573334E+02
+1.7700000000E+00,+5.600000E+01,+2.558333E+03,+2.516667E+02,-5.600001E+02
+1.7705000000E+00,+5.333334E+01,+2.548333E+03,+2.516667E+02,-5.600001E+02
+1.7710000000E+00,+5.866667E+01,+2.541667E+03,+2.525000E+02,-5.600001E+02
+1.7715000000E+00,+5.600000E+01,+2.565833E+03,+2.516667E+02,-5.600001E+02
+1.7720000000E+00,+5.600000E+01,+2.563333E+03,+2.516667E+02,-5.626667E+02
+1.7725000000E+00,+6.133334E+01,+2.560833E+03,+2.516667E+02,-5.600001E+02
+1.7730000000E+00,+5.866667E+01,+2.554167E+03,+2.525000E+02,-5.573334E+02
+1.7735000000E+00,+5.600000E+01,+2.540833E+03,+2.516667E+02,-5.573334E+02
+1.7740000000E+00,+5.733334E+01,+2.568333E+03,+2.516667E+02,-5.520001E+02
+1.7745000000E+00,+5.600000E+01,+2.534167E+03,+2.525000E+02,-5.520001E+02
+1.7750000000E+00,+5.600000E+01,+2.558333E+03,+2.516667E+02,-5.520001E+02
+1.7755000000E+00,+5.600000E+01,+2.563333E+03,+2.533333E+02,-5.560000E+02
+1.7760000000E+00,+5.600000E+01,+2.588333E+03,+2.516667E+02,-5.560000E+02
+1.7765000000E+00,+5.600000E+01,+2.544167E+03,+2.516667E+02,-5.520001E+02
+1.7770000000E+00,+5.333334E+01,+2.558333E+03,+2.516667E+02,-5.520001E+02
+1.7775000000E+00,+7.600000E+01,+2.791667E+03,+2.583333E+02,-5.306667E+02
+1.7780000000E+00,+5.466667E+01,+2.541667E+03,+2.516667E+02,-5.506667E+02
+1.7785000000E+00,+5.333334E+01,+2.581667E+03,+2.516667E+02,-5.520001E+02
+1.7790000000E+00,+5.333334E+01,+2.558333E+03,+2.516667E+02,-5.560000E+02
+1.7795000000E+00,+5.333334E+01,+2.570000E+03,+2.516667E+02,-5.573334E+02
+1.7800000000E+00,+5.333334E+01,+2.578333E+03,+2.516667E+02,-5.573334E+02
+1.7805000000E+00,+5.333334E+01,+2.597500E+03,+2.525000E+02,-5.573334E+02
+1.7810000000E+00,+5.200000E+01,+2.560000E+03,+2.516667E+02,-5.586667E+02
+1.7815000000E+00,+5.466667E+01,+2.586667E+03,+2.516667E+02,-5.586667E+02
+1.7820000000E+00,+5.600000E+01,+2.531667E+03,+2.516667E+02,-5.573334E+02
+1.7825000000E+00,+5.600000E+01,+2.581667E+03,+2.516667E+02,-5.600001E+02
+1.7830000000E+00,+5.866667E+01,+2.554167E+03,+2.516667E+02,-5.586667E+02
+1.7835000000E+00,+6.133334E+01,+2.577500E+03,+2.516667E+02,-5.600001E+02
+1.7840000000E+00,+5.866667E+01,+2.568333E+03,+2.516667E+02,-5.586667E+02
+1.7845000000E+00,+5.866667E+01,+2.551667E+03,+2.516667E+02,-5.573334E+02
+1.7850000000E+00,+5.866667E+01,+2.518333E+03,+2.525000E+02,-5.573334E+02
+1.7855000000E+00,+5.600000E+01,+2.550833E+03,+2.516667E+02,-5.560000E+02
+1.7860000000E+00,+5.866667E+01,+2.569167E+03,+2.516667E+02,-5.546667E+02
+1.7865000000E+00,+5.600000E+01,+2.555000E+03,+2.533333E+02,-5.573334E+02
+1.7870000000E+00,+5.733334E+01,+2.565000E+03,+2.516667E+02,-5.546667E+02
+1.7875000000E+00,+5.866667E+01,+2.555000E+03,+2.516667E+02,-5.533334E+02
+1.7880000000E+00,+8.800000E+01,+2.791667E+03,+2.633333E+02,-5.186667E+02
+1.7885000000E+00,+5.600000E+01,+2.528333E+03,+2.516667E+02,-5.546667E+02
+1.7890000000E+00,+5.600000E+01,+2.538333E+03,+2.516667E+02,-5.520001E+02
+1.7895000000E+00,+5.600000E+01,+2.555000E+03,+2.516667E+02,-5.493334E+02
