Record Length,Analog:10000,
Sample Interval,Analog:5.000000E-04,
Vertical Units,CH1:V, CH2:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+1.600000E+02, CH2:+1.000000E+02, CH3:+1.000000E+02, CH4:+1.600000E+02,,
Vertical Offset,CH1:+0.000000E+00, CH2:-2.368333E+03, CH3:+0.000000E+00, CH4:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+05,
Model Number,SDS2104X Plus,
Serial Number,SDS2PDDQ6R1916,
Software Version,5.0.1.3.9R12,
Source,CH1,CH2,CH3,CH4
Second,Value,Value,Value,Value
-1.6045000000E+00,+6.133334E+01,+2.426667E+03,+2.383333E+02,-4.240000E+02
-1.6040000000E+00,+6.133334E+01,+2.393333E+03,+2.383333E+02,-4.200000E+02
-1.6035000000E+00,+6.133334E+01,+2.402500E+03,+2.383333E+02,-4.186667E+02
-1.6030000000E+00,+6.266667E+01,+2.391667E+03,+2.383333E+02,-4.186667E+02
-1.6025000000E+00,+6.133334E+01,+2.399167E+03,+2.383333E+02,-4.186667E+02
-1.6020000000E+00,+6.133334E+01,+2.391667E+03,+2.383333E+02,-4.186667E+02
-1.6015000000E+00,+5.866667E+01,+2.360000E+03,+2.383333E+02,-4.186667E+02
-1.6010000000E+00,+6.133334E+01,+2.354167E+03,+2.383333E+02,-4.186667E+02
-1.6005000000E+00,+5.200000E+01,+2.463333E+03,+2.383333E+02,-4.240000E+02
-1.6000000000E+00,+5.066667E+01,+2.013333E+03,+2.366667E+02,-4.213333E+02
-1.5995000000E+00,+6.000000E+01,+2.398333E+03,+2.383333E+02,-4.186667E+02
-1.5990000000E+00,+6.133334E+01,+2.395833E+03,+2.383333E+02,-4.146667E+02
-1.5985000000E+00,+5.600000E+01,+2.468333E+03,+2.391667E+02,-4.186667E+02
-1.5980000000E+00,+5.866667E+01,+2.399167E+03,+2.383333E+02,-4.186667E+02
-1.5975000000E+00,+9.600000E+01,+2.709167E+03,+2.483333E+02,-3.760000E+02
-1.5970000000E+00,+5.600000E+01,+2.410833E+03,+2.383333E+02,-4.226667E+02
-1.5965000000E+00,+5.333334E+01,+2.457500E+03,+2.383333E+02,-4.240000E+02
-1.5960000000E+00,+5.600000E+01,+2.427500E+03,+2.383333E+02,-4.213333E+02
-1.5955000000E+00,+5.600000E+01,+2.443333E+03,+2.383333E+02,-4.213333E+02
-1.5950000000E+00,+6.000000E+01,+2.446667E+03,+2.383333E+02,-4.213333E+02
-1.5945000000E+00,+6.133334E+01,+2.430000E+03,+2.383333E+02,-4.213333E+02
-1.5940000000E+00,+6.133334E+01,+2.405000E+03,+2.383333E+02,-4.240000E+02
-1.5935000000E+00,+6.133334E+01,+2.415833E+03,+2.383333E+02,-4.240000E+02
-1.5930000000E+00,+6.133334E+01,+2.437500E+03,+2.383333E+02,-4.253334E+02
-1.5925000000E+00,+6.266667E+01,+2.430000E+03,+2.383333E+02,-4.226667E+02
-1.5920000000E+00,+6.133334E+01,+2.420000E+03,+2.383333E+02,-4.213333E+02
-1.5915000000E+00,+6.533334E+01,+2.426667E+03,+2.383333E+02,-4.186667E+02
-1.5910000000E+00,+6.133334E+01,+2.417500E+03,+2.383333E+02,-4.186667E+02
-1.5905000000E+00,+6.133334E+01,+2.405000E+03,+2.383333E+02,-4.186667E+02
-1.5900000000E+00,+6.133334E+01,+2.406667E+03,+2.383333E+02,-4.186667E+02
-1.5895000000E+00,+6.000000E+01,+2.416667E+03,+2.383333E+02,-4.226667E+02
-1.5890000000E+00,+6.400001E+01,+2.435000E+03,+2.391667E+02,-4.160000E+02
-1.5885000000E+00,+6.133334E+01,+2.395833E+03,+2.383333E+02,-4.186667E+02
-1.5880000000E+00,+6.666667E+01,+2.742500E+03,+2.400000E+02,-4.133334E+02
-1.5875000000E+00,+6.133334E+01,+2.410833E+03,+2.383333E+02,-4.186667E+02
-1.5870000000E+00,+6.133334E+01,+2.360000E+03,+2.383333E+02,-4.186667E+02
-1.5865000000E+00,+7.200000E+01,+2.453333E+03,+2.416667E+02,-4.106667E+02
-1.5860000000E+00,+5.866667E+01,+2.504167E+03,+2.383333E+02,-4.186667E+02
-1.5855000000E+00,+6.000000E+01,+2.410833E+03,+2.375000E+02,-4.213333E+02
-1.5850000000E+00,+2.933333E+01,+1.948333E+03,+2.308333E+02,-4.546667E+02
-1.5845000000E+00,+5.600000E+01,+2.410833E+03,+2.375000E+02,-4.240000E+02
-1.5840000000E+00,+6.133334E+01,+2.390000E+03,+2.383333E+02,-4.200000E+02
-1.5835000000E+00,+6.000000E+01,+2.430000E+03,+2.383333E+02,-4.213333E+02
-1.5830000000E+00,+6.133334E+01,+2.401667E+03,+2.383333E+02,-4.240000E+02
-1.5825000000E+00,+6.133334E+01,+2.432500E+03,+2.383333E+02,-4.240000E+02
-1.5820000000E+00,+6.133334E+01,+2.410833E+03,+2.383333E+02,-4.240000E+02
-1.5815000000E+00,+6.400001E+01,+2.401667E+03,+2.383333E+02,-4.240000E+02
-1.5810000000E+00,+6.400001E+01,+2.411667E+03,+2.383333E+02,-4.226667E+02
-1.5805000000E+00,+6.133334E+01,+2.415833E+03,+2.383333E+02,-4.200000E+02
-1.5800000000E+00,+6.133334E+01,+2.419167E+03,+2.383333E+02,-4.186667E+02
-1.5795000000E+00,+6.133334E+01,+2.425833E+03,+2.383333E+02,-4.186667E+02
-1.5790000000E+00,+6.133334E+01,+2.392500E+03,+2.383333E+02,-4.146667E+02
-1.5785000000E+00,+6.133334E+01,+2.423333E+03,+2.383333E+02,-4.146667E+02
-1.5780000000E+00,+5.866667E+01,+2.394167E+03,+2.383333E+02,-4.186667E+02
-1.5775000000E+00,+5.600000E+01,+2.393333E+03,+2.383333E+02,-4.186667E+02
-1.5770000000E+00,+6.000000E+01,+2.412500E+03,+2.391667E+02,-4.186667E+02
-1.5765000000E+00,+5.866667E+01,+2.417500E+03,+2.383333E+02,-4.160000E+02
-1.5760000000E+00,+5.600000E+01,+2.425000E+03,+2.383333E+02,-4.186667E+02
-1.5755000000E+00,+5.733334E+01,+2.401667E+03,+2.383333E+02,-4.173334E+02
-1.5750000000E+00,+5.733334E+01,+2.425833E+03,+2.383333E+02,-4.173334E+02
-1.5745000000E+00,+5.600000E+01,+2.408333E+03,+2.383333E+02,-4.173334E+02
-1.5740000000E+00,+5.600000E+01,+2.413333E+03,+2.383333E+02,-4.186667E+02
-1.5735000000E+00,+5.466667E+01,+2.383333E+03,+2.383333E+02,-4.240000E+02
-1.5730000000E+00,+5.866667E+01,+2.384167E+03,+2.383333E+02,-4.186667E+02
-1.5725000000E+00,+4.533334E+01,+1.948333E+03,+2.350000E+02,-4.280000E+02
-1.5720000000E+00,+5.066667E+01,+2.456667E+03,+2.366667E+02,-4.293333E+02
-1.5715000000E+00,+5.600000E+01,+2.450000E+03,+2.383333E+02,-4.240000E+02
-1.5710000000E+00,+6.000000E+01,+2.425000E+03,+2.383333E+02,-4.240000E+02
-1.5705000000E+00,+6.000000E+01,+2.395000E+03,+2.383333E+02,-4.240000E+02
-1.5700000000E+00,+6.133334E+01,+2.420833E+03,+2.383333E+02,-4.266667E+02
-1.5695000000E+00,+6.133334E+01,+2.408333E+03,+2.383333E+02,-4.240000E+02
-1.5690000000E+00,+6.133334E+01,+2.381667E+03,+2.383333E+02,-4.240000E+02
-1.5685000000E+00,+6.000000E+01,+2.447500E+03,+2.383333E+02,-4.213333E+02
-1.5680000000E+00,+6.133334E+01,+2.432500E+03,+2.383333E+02,-4.200000E+02
-1.5675000000E+00,+6.133334E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-1.5670000000E+00,+6.000000E+01,+2.375000E+03,+2.383333E+02,-4.186667E+02
-1.5665000000E+00,+6.000000E+01,+2.390000E+03,+2.383333E+02,-4.186667E+02
-1.5660000000E+00,+6.133334E+01,+2.380833E+03,+2.383333E+02,-4.186667E+02
-1.5655000000E+00,+5.866667E+01,+2.397500E+03,+2.383333E+02,-4.213333E+02
-1.5650000000E+00,+6.000000E+01,+2.423333E+03,+2.375000E+02,-4.186667E+02
-1.5645000000E+00,+5.866667E+01,+2.384167E+03,+2.375000E+02,-4.186667E+02
-1.5640000000E+00,+5.866667E+01,+2.389167E+03,+2.383333E+02,-4.186667E+02
-1.5635000000E+00,+6.133334E+01,+2.411667E+03,+2.383333E+02,-4.173334E+02
-1.5630000000E+00,+6.000000E+01,+2.447500E+03,+2.383333E+02,-4.186667E+02
-1.5625000000E+00,+5.600000E+01,+2.418333E+03,+2.383333E+02,-4.200000E+02
-1.5620000000E+00,+5.466667E+01,+2.384167E+03,+2.383333E+02,-4.226667E+02
-1.5615000000E+00,+5.600000E+01,+2.396667E+03,+2.383333E+02,-4.240000E+02
-1.5610000000E+00,+5.066667E+01,+2.662500E+03,+2.366667E+02,-4.293333E+02
-1.5605000000E+00,+5.866667E+01,+2.388333E+03,+2.383333E+02,-4.240000E+02
-1.5600000000E+00,+2.533334E+01,+1.948333E+03,+2.300000E+02,-4.573334E+02
-1.5595000000E+00,+5.733334E+01,+1.981667E+03,+2.383333E+02,-4.293333E+02
-1.5590000000E+00,+6.133334E+01,+2.418333E+03,+2.383333E+02,-4.240000E+02
-1.5585000000E+00,+6.133334E+01,+2.429167E+03,+2.383333E+02,-4.266667E+02
-1.5580000000E+00,+6.133334E+01,+2.425833E+03,+2.383333E+02,-4.240000E+02
-1.5575000000E+00,+6.400001E+01,+2.442500E+03,+2.383333E+02,-4.240000E+02
-1.5570000000E+00,+6.533334E+01,+2.431667E+03,+2.383333E+02,-4.226667E+02
-1.5565000000E+00,+6.266667E+01,+2.430833E+03,+2.383333E+02,-4.226667E+02
-1.5560000000E+00,+6.400001E+01,+2.398333E+03,+2.383333E+02,-4.186667E+02
-1.5555000000E+00,+6.266667E+01,+2.392500E+03,+2.383333E+02,-4.186667E+02
-1.5550000000E+00,+6.266667E+01,+2.415833E+03,+2.383333E+02,-4.160000E+02
-1.5545000000E+00,+6.133334E+01,+2.420833E+03,+2.383333E+02,-4.173334E+02
-1.5540000000E+00,+6.000000E+01,+2.401667E+03,+2.383333E+02,-4.186667E+02
-1.5535000000E+00,+6.133334E+01,+2.406667E+03,+2.383333E+02,-4.186667E+02
-1.5530000000E+00,+5.600000E+01,+2.415833E+03,+2.383333E+02,-4.186667E+02
-1.5525000000E+00,+5.866667E+01,+2.467500E+03,+2.383333E+02,-4.186667E+02
-1.5520000000E+00,+5.866667E+01,+2.374167E+03,+2.383333E+02,-4.133334E+02
-1.5515000000E+00,+5.866667E+01,+2.391667E+03,+2.383333E+02,-4.146667E+02
-1.5510000000E+00,+5.866667E+01,+2.425000E+03,+2.383333E+02,-4.160000E+02
-1.5505000000E+00,+5.600000E+01,+2.383333E+03,+2.383333E+02,-4.186667E+02
-1.5500000000E+00,+5.600000E+01,+2.400000E+03,+2.383333E+02,-4.200000E+02
-1.5495000000E+00,+5.733334E+01,+2.395833E+03,+2.383333E+02,-4.226667E+02
-1.5490000000E+00,+4.000000E+01,+2.337500E+03,+2.350000E+02,-4.346667E+02
-1.5485000000E+00,+5.600000E+01,+2.372500E+03,+2.383333E+02,-4.186667E+02
-1.5480000000E+00,+5.733334E+01,+2.407500E+03,+2.375000E+02,-4.226667E+02
-1.5475000000E+00,+4.933334E+01,+1.948333E+03,+2.358333E+02,-4.240000E+02
-1.5470000000E+00,+5.866667E+01,+2.405000E+03,+2.383333E+02,-4.213333E+02
-1.5465000000E+00,+6.133334E+01,+2.351667E+03,+2.391667E+02,-4.213333E+02
-1.5460000000E+00,+6.133334E+01,+2.452500E+03,+2.383333E+02,-4.240000E+02
-1.5455000000E+00,+6.133334E+01,+2.432500E+03,+2.383333E+02,-4.240000E+02
-1.5450000000E+00,+6.133334E+01,+2.444167E+03,+2.383333E+02,-4.200000E+02
-1.5445000000E+00,+6.133334E+01,+2.397500E+03,+2.383333E+02,-4.213333E+02
-1.5440000000E+00,+6.133334E+01,+2.420000E+03,+2.383333E+02,-4.186667E+02
-1.5435000000E+00,+6.133334E+01,+2.420833E+03,+2.383333E+02,-4.186667E+02
-1.5430000000E+00,+6.000000E+01,+2.402500E+03,+2.383333E+02,-4.186667E+02
-1.5425000000E+00,+4.000000E+01,+2.090833E+03,+2.333333E+02,-4.360000E+02
-1.5420000000E+00,+5.866667E+01,+2.403333E+03,+2.383333E+02,-4.213333E+02
-1.5415000000E+00,+6.000000E+01,+2.435000E+03,+2.383333E+02,-4.186667E+02
-1.5410000000E+00,+5.866667E+01,+2.435833E+03,+2.383333E+02,-4.186667E+02
-1.5405000000E+00,+5.733334E+01,+2.405000E+03,+2.383333E+02,-4.186667E+02
-1.5400000000E+00,+5.866667E+01,+2.375833E+03,+2.383333E+02,-4.186667E+02
-1.5395000000E+00,+5.866667E+01,+2.393333E+03,+2.383333E+02,-4.186667E+02
-1.5390000000E+00,+5.333334E+01,+2.420833E+03,+2.383333E+02,-4.186667E+02
-1.5385000000E+00,+5.600000E+01,+2.398333E+03,+2.383333E+02,-4.186667E+02
-1.5380000000E+00,+5.600000E+01,+2.405000E+03,+2.383333E+02,-4.240000E+02
-1.5375000000E+00,+6.400001E+01,+2.392500E+03,+2.400000E+02,-4.146667E+02
-1.5370000000E+00,+5.733334E+01,+2.405000E+03,+2.383333E+02,-4.186667E+02
-1.5365000000E+00,+5.600000E+01,+2.487500E+03,+2.383333E+02,-4.200000E+02
-1.5360000000E+00,+5.200000E+01,+2.367500E+03,+2.366667E+02,-4.293333E+02
-1.5355000000E+00,+6.133334E+01,+2.385833E+03,+2.383333E+02,-4.240000E+02
-1.5350000000E+00,+1.013333E+02,+2.388333E+03,+2.475000E+02,-3.933334E+02
-1.5345000000E+00,+4.933334E+01,+2.351667E+03,+2.350000E+02,-4.360000E+02
-1.5340000000E+00,+6.133334E+01,+2.428333E+03,+2.383333E+02,-4.266667E+02
-1.5335000000E+00,+6.133334E+01,+2.419167E+03,+2.383333E+02,-4.240000E+02
-1.5330000000E+00,+6.266667E+01,+2.447500E+03,+2.383333E+02,-4.200000E+02
-1.5325000000E+00,+6.266667E+01,+2.435000E+03,+2.383333E+02,-4.186667E+02
-1.5320000000E+00,+6.266667E+01,+2.383333E+03,+2.383333E+02,-4.186667E+02
-1.5315000000E+00,+6.133334E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-1.5310000000E+00,+6.133334E+01,+2.389167E+03,+2.383333E+02,-4.186667E+02
-1.5305000000E+00,+6.000000E+01,+2.441667E+03,+2.383333E+02,-4.186667E+02
-1.5300000000E+00,+6.133334E+01,+2.429167E+03,+2.383333E+02,-4.186667E+02
-1.5295000000E+00,+5.866667E+01,+2.419167E+03,+2.383333E+02,-4.173334E+02
-1.5290000000E+00,+5.733334E+01,+2.419167E+03,+2.383333E+02,-4.186667E+02
-1.5285000000E+00,+6.133334E+01,+2.404167E+03,+2.383333E+02,-4.160000E+02
-1.5280000000E+00,+5.866667E+01,+2.361667E+03,+2.383333E+02,-4.173334E+02
-1.5275000000E+00,+5.733334E+01,+2.395000E+03,+2.383333E+02,-4.186667E+02
-1.5270000000E+00,+5.600000E+01,+2.391667E+03,+2.383333E+02,-4.200000E+02
-1.5265000000E+00,+5.600000E+01,+2.434167E+03,+2.383333E+02,-4.226667E+02
-1.5260000000E+00,+6.133334E+01,+2.411667E+03,+2.400000E+02,-4.186667E+02
-1.5255000000E+00,+5.600000E+01,+2.401667E+03,+2.383333E+02,-4.213333E+02
-1.5250000000E+00,+5.600000E+01,+2.400000E+03,+2.383333E+02,-4.240000E+02
-1.5245000000E+00,+5.600000E+01,+2.433333E+03,+2.383333E+02,-4.240000E+02
-1.5240000000E+00,+6.000000E+01,+2.379167E+03,+2.383333E+02,-4.226667E+02
-1.5235000000E+00,+5.866667E+01,+2.383333E+03,+2.383333E+02,-4.240000E+02
-1.5230000000E+00,+5.866667E+01,+2.398333E+03,+2.383333E+02,-4.253334E+02
-1.5225000000E+00,+2.933333E+01,+1.948333E+03,+2.300000E+02,-4.600000E+02
-1.5220000000E+00,+6.000000E+01,+2.427500E+03,+2.383333E+02,-4.280000E+02
-1.5215000000E+00,+5.866667E+01,+2.417500E+03,+2.383333E+02,-4.240000E+02
-1.5210000000E+00,+6.133334E+01,+2.407500E+03,+2.383333E+02,-4.186667E+02
-1.5205000000E+00,+6.400001E+01,+2.422500E+03,+2.383333E+02,-4.186667E+02
-1.5200000000E+00,+6.266667E+01,+2.445000E+03,+2.383333E+02,-4.160000E+02
-1.5195000000E+00,+6.133334E+01,+2.439167E+03,+2.383333E+02,-4.186667E+02
-1.5190000000E+00,+6.133334E+01,+2.434167E+03,+2.516667E+02,-4.186667E+02
-1.5185000000E+00,+6.533334E+01,+2.506667E+03,+2.525000E+02,-4.200000E+02
-1.5180000000E+00,+6.666667E+01,+2.454167E+03,+2.516667E+02,-4.240000E+02
-1.5175000000E+00,+6.666667E+01,+2.408333E+03,+2.516667E+02,-4.240000E+02
-1.5170000000E+00,+7.200000E+01,+2.435833E+03,+2.516667E+02,-4.293333E+02
-1.5165000000E+00,+7.200000E+01,+2.384167E+03,+2.525000E+02,-4.306667E+02
-1.5160000000E+00,+7.466667E+01,+2.425000E+03,+2.516667E+02,-4.320000E+02
-1.5155000000E+00,+7.466667E+01,+2.386667E+03,+2.516667E+02,-4.373334E+02
-1.5150000000E+00,+7.600000E+01,+2.401667E+03,+2.516667E+02,-4.413333E+02
-1.5145000000E+00,+8.000000E+01,+2.411667E+03,+2.516667E+02,-4.453334E+02
-1.5140000000E+00,+8.266667E+01,+2.393333E+03,+2.516667E+02,-4.453334E+02
-1.5135000000E+00,+8.800000E+01,+2.434167E+03,+2.516667E+02,-4.560000E+02
-1.5130000000E+00,+9.600000E+01,+2.420833E+03,+2.516667E+02,-4.600000E+02
-1.5125000000E+00,+1.013333E+02,+2.405000E+03,+2.516667E+02,-4.666667E+02
-1.5120000000E+00,+1.066667E+02,+2.435833E+03,+2.516667E+02,-4.720000E+02
-1.5115000000E+00,+1.120000E+02,+2.436667E+03,+2.516667E+02,-4.826667E+02
-1.5110000000E+00,+1.200000E+02,+2.447500E+03,+2.516667E+02,-4.840000E+02
-1.5105000000E+00,+1.226667E+02,+2.418333E+03,+2.516667E+02,-4.880000E+02
-1.5100000000E+00,+1.733333E+02,+2.772500E+03,+2.633333E+02,-4.506667E+02
-1.5095000000E+00,+1.346667E+02,+2.432500E+03,+2.500000E+02,-4.986667E+02
-1.5090000000E+00,+1.466667E+02,+2.432500E+03,+2.516667E+02,-4.960000E+02
-1.5085000000E+00,+1.520000E+02,+2.455000E+03,+2.516667E+02,-5.040000E+02
-1.5080000000E+00,+1.546667E+02,+2.443333E+03,+2.516667E+02,-5.093333E+02
-1.5075000000E+00,+1.600000E+02,+2.442500E+03,+2.516667E+02,-5.120001E+02
-1.5070000000E+00,+1.626667E+02,+2.419167E+03,+2.516667E+02,-5.133334E+02
-1.5065000000E+00,+1.733333E+02,+2.400000E+03,+2.516667E+02,-5.093333E+02
-1.5060000000E+00,+1.800000E+02,+2.423333E+03,+2.516667E+02,-5.160000E+02
-1.5055000000E+00,+1.866667E+02,+2.429167E+03,+2.516667E+02,-5.200001E+02
-1.5050000000E+00,+1.893333E+02,+2.402500E+03,+2.525000E+02,-5.213334E+02
-1.5045000000E+00,+1.986667E+02,+2.401667E+03,+2.516667E+02,-5.253334E+02
-1.5040000000E+00,+2.053333E+02,+2.416667E+03,+2.533333E+02,-5.253334E+02
-1.5035000000E+00,+2.053333E+02,+2.420000E+03,+2.525000E+02,-5.306667E+02
-1.5030000000E+00,+2.133333E+02,+2.431667E+03,+2.516667E+02,-5.253334E+02
-1.5025000000E+00,+2.226667E+02,+2.405000E+03,+2.516667E+02,-5.280000E+02
-1.5020000000E+00,+2.320000E+02,+2.384167E+03,+2.516667E+02,-5.306667E+02
-1.5015000000E+00,+2.346667E+02,+2.415833E+03,+2.525000E+02,-5.333334E+02
-1.5010000000E+00,+2.466667E+02,+2.402500E+03,+2.525000E+02,-5.360000E+02
-1.5005000000E+00,+2.533333E+02,+2.402500E+03,+2.516667E+02,-5.386667E+02
-1.5000000000E+00,+2.560000E+02,+2.407500E+03,+2.516667E+02,-5.400001E+02
-1.4995000000E+00,+2.613333E+02,+2.399167E+03,+2.516667E+02,-5.360000E+02
-1.4990000000E+00,+2.693333E+02,+2.428333E+03,+2.525000E+02,-5.306667E+02
-1.4985000000E+00,+2.773333E+02,+2.395000E+03,+2.525000E+02,-5.360000E+02
-1.4980000000E+00,+2.706667E+02,+2.627500E+03,+2.516667E+02,-5.413334E+02
-1.4975000000E+00,+2.266667E+02,+1.948333E+03,+2.400000E+02,-5.786667E+02
-1.4970000000E+00,+2.906667E+02,+2.323333E+03,+2.541667E+02,-5.306667E+02
-1.4965000000E+00,+2.826667E+02,+2.395000E+03,+2.516667E+02,-5.360000E+02
-1.4960000000E+00,+2.840000E+02,+2.414167E+03,+2.516667E+02,-5.346667E+02
-1.4955000000E+00,+2.880000E+02,+2.401667E+03,+2.516667E+02,-5.280000E+02
-1.4950000000E+00,+2.933333E+02,+2.445833E+03,+2.525000E+02,-5.266667E+02
-1.4945000000E+00,+2.933333E+02,+2.435000E+03,+2.525000E+02,-5.306667E+02
-1.4940000000E+00,+2.880000E+02,+2.408333E+03,+2.516667E+02,-5.306667E+02
-1.4935000000E+00,+2.986667E+02,+2.433333E+03,+2.516667E+02,-5.253334E+02
-1.4930000000E+00,+2.960000E+02,+2.445833E+03,+2.516667E+02,-5.280000E+02
-1.4925000000E+00,+2.880000E+02,+2.452500E+03,+2.525000E+02,-5.266667E+02
-1.4920000000E+00,+2.906667E+02,+2.453333E+03,+2.516667E+02,-5.280000E+02
-1.4915000000E+00,+2.933333E+02,+2.462500E+03,+2.516667E+02,-5.226667E+02
-1.4910000000E+00,+2.986667E+02,+2.422500E+03,+2.516667E+02,-5.253334E+02
-1.4905000000E+00,+2.986667E+02,+2.437500E+03,+2.525000E+02,-5.280000E+02
-1.4900000000E+00,+2.986667E+02,+2.450000E+03,+2.516667E+02,-5.253334E+02
-1.4895000000E+00,+3.040000E+02,+2.429167E+03,+2.516667E+02,-5.306667E+02
-1.4890000000E+00,+3.040000E+02,+2.442500E+03,+2.516667E+02,-5.306667E+02
-1.4885000000E+00,+3.026667E+02,+2.455000E+03,+2.516667E+02,-5.306667E+02
-1.4880000000E+00,+3.080000E+02,+2.438333E+03,+2.516667E+02,-5.253334E+02
-1.4875000000E+00,+3.093333E+02,+2.425833E+03,+2.525000E+02,-5.266667E+02
-1.4870000000E+00,+3.040000E+02,+2.438333E+03,+2.516667E+02,-5.253334E+02
-1.4865000000E+00,+3.026667E+02,+2.476667E+03,+2.516667E+02,-5.253334E+02
-1.4860000000E+00,+3.040000E+02,+2.430000E+03,+2.525000E+02,-5.226667E+02
-1.4855000000E+00,+3.040000E+02,+2.444167E+03,+2.516667E+02,-5.240000E+02
-1.4850000000E+00,+3.226667E+02,+2.791667E+03,+2.583333E+02,-4.960000E+02
-1.4845000000E+00,+2.880000E+02,+2.431667E+03,+2.483333E+02,-5.360000E+02
-1.4840000000E+00,+3.040000E+02,+2.411667E+03,+2.516667E+02,-5.253334E+02
-1.4835000000E+00,+2.986667E+02,+2.440833E+03,+2.516667E+02,-5.253334E+02
-1.4830000000E+00,+2.933333E+02,+2.437500E+03,+2.516667E+02,-5.253334E+02
-1.4825000000E+00,+2.986667E+02,+2.440000E+03,+2.516667E+02,-5.253334E+02
-1.4820000000E+00,+2.986667E+02,+2.448333E+03,+2.516667E+02,-5.293334E+02
-1.4815000000E+00,+2.933333E+02,+2.447500E+03,+2.516667E+02,-5.306667E+02
-1.4810000000E+00,+2.906667E+02,+2.460000E+03,+2.516667E+02,-5.346667E+02
-1.4805000000E+00,+2.920000E+02,+2.445000E+03,+2.516667E+02,-5.293334E+02
-1.4800000000E+00,+2.973333E+02,+2.433333E+03,+2.516667E+02,-5.360000E+02
-1.4795000000E+00,+2.986667E+02,+2.413333E+03,+2.516667E+02,-5.386667E+02
-1.4790000000E+00,+2.986667E+02,+2.429167E+03,+2.525000E+02,-5.386667E+02
-1.4785000000E+00,+3.013333E+02,+2.480833E+03,+2.525000E+02,-5.440000E+02
-1.4780000000E+00,+3.040000E+02,+2.505833E+03,+2.516667E+02,-5.440000E+02
-1.4775000000E+00,+3.040000E+02,+2.518333E+03,+2.516667E+02,-5.466667E+02
-1.4770000000E+00,+3.040000E+02,+2.503333E+03,+2.516667E+02,-5.413334E+02
-1.4765000000E+00,+3.093333E+02,+2.510000E+03,+2.516667E+02,-5.453334E+02
-1.4760000000E+00,+3.093333E+02,+2.495833E+03,+2.516667E+02,-5.466667E+02
-1.4755000000E+00,+3.093333E+02,+2.495000E+03,+2.516667E+02,-5.466667E+02
-1.4750000000E+00,+3.146667E+02,+2.503333E+03,+2.516667E+02,-5.466667E+02
-1.4745000000E+00,+3.120000E+02,+2.482500E+03,+2.516667E+02,-5.520001E+02
-1.4740000000E+00,+3.093333E+02,+2.488333E+03,+2.516667E+02,-5.520001E+02
-1.4735000000E+00,+3.093333E+02,+2.496667E+03,+2.533333E+02,-5.506667E+02
-1.4730000000E+00,+3.093333E+02,+2.529167E+03,+2.516667E+02,-5.493334E+02
-1.4725000000E+00,+3.840000E+02,+2.791667E+03,+2.700000E+02,-4.706667E+02
-1.4720000000E+00,+3.146667E+02,+2.480000E+03,+2.550000E+02,-5.520001E+02
-1.4715000000E+00,+3.200000E+02,+2.495833E+03,+2.533333E+02,-5.493334E+02
-1.4710000000E+00,+3.186667E+02,+2.520833E+03,+2.516667E+02,-5.573334E+02
-1.4705000000E+00,+3.160000E+02,+2.456667E+03,+2.516667E+02,-5.573334E+02
-1.4700000000E+00,+3.146667E+02,+2.496667E+03,+2.516667E+02,-5.600001E+02
-1.4695000000E+00,+3.173333E+02,+2.530000E+03,+2.516667E+02,-5.586667E+02
-1.4690000000E+00,+3.200000E+02,+2.490000E+03,+2.516667E+02,-5.600001E+02
-1.4685000000E+00,+3.253334E+02,+2.480833E+03,+2.516667E+02,-5.626667E+02
-1.4680000000E+00,+3.253334E+02,+2.516667E+03,+2.516667E+02,-5.626667E+02
-1.4675000000E+00,+3.306667E+02,+2.446667E+03,+2.516667E+02,-5.680000E+02
-1.4670000000E+00,+3.346667E+02,+2.476667E+03,+2.533333E+02,-5.680000E+02
-1.4665000000E+00,+3.360000E+02,+2.481667E+03,+2.516667E+02,-5.693334E+02
-1.4660000000E+00,+3.386667E+02,+2.489167E+03,+2.516667E+02,-5.680000E+02
-1.4655000000E+00,+3.413333E+02,+2.467500E+03,+2.516667E+02,-5.653334E+02
-1.4650000000E+00,+3.440000E+02,+2.516667E+03,+2.516667E+02,-5.680000E+02
-1.4645000000E+00,+3.440000E+02,+2.518333E+03,+2.516667E+02,-5.653334E+02
-1.4640000000E+00,+3.493333E+02,+2.488333E+03,+2.516667E+02,-5.680000E+02
-1.4635000000E+00,+3.493333E+02,+2.482500E+03,+2.516667E+02,-5.680000E+02
-1.4630000000E+00,+3.493333E+02,+2.469167E+03,+2.533333E+02,-5.680000E+02
-1.4625000000E+00,+3.453334E+02,+2.501667E+03,+2.516667E+02,-5.680000E+02
-1.4620000000E+00,+3.493333E+02,+2.508333E+03,+2.516667E+02,-5.626667E+02
-1.4615000000E+00,+3.546667E+02,+2.479167E+03,+2.516667E+02,-5.653334E+02
-1.4610000000E+00,+3.520000E+02,+2.503333E+03,+2.516667E+02,-5.653334E+02
-1.4605000000E+00,+3.413333E+02,+2.431667E+03,+2.483333E+02,-5.733334E+02
-1.4600000000E+00,+3.773333E+02,+2.791667E+03,+2.583333E+02,-5.426667E+02
-1.4595000000E+00,+3.400000E+02,+2.661667E+03,+2.483333E+02,-5.826667E+02
